,data_clean,created_at,location,sentimen
1669,kejat sumbar usut duga korupsi dana hibah koni sumbar total rupiah miliar ketua koni ronny pahlawan wakil ketua umum refdiamon kadispora meifrizon ketua cabang olahraga terang,2024-09-09,Somewhere over the rainbow ,Positif
1670,moga komisi berantas korupsi tebang pilih tangan duga korupsi usut libat,2024-09-12,,Positif
1671,sandi butar butar tugas damkar kota depok lapor duga korupsi kejar depok lapor kait alat damkar rusak,2024-09-09,,Negatif
1672,panitia khusus angket haji dewan wakil rakyat ri kuat langkah selidik duga simpang kuota haji tambah wisnu wijaya buka opsi aparat hukum polisi republik indonesia komisi berantas korupsi komisi berantas korupsi gasssskeun ragu,2024-09-10,,Negatif
1673,jaksa agung periksa saksi usut duga korupsi kerja bangun tol layang jakartacikampek japek ih tol syekh mohammed bin zayedmbz,2024-09-10,Jakarta - Indonesia,Positif
1674,tunggu desak sih langsung usut korupsi ambil langkah langsung deh komisi berantas korupsi periksa sunarto selesai duga,2024-09-14,,Negatif
1675,komisi berantas korupsi dalam duga korupsi urus izin tambang malu utara,2024-09-12,Indonesia,Positif
1676,corrupt warga negara singapura nama septian hartono lapor duga libat garena jet pribadi biro investigasi praktik korupsi the corrupt practices investigation bureaucpib singapura,2024-09-01,Jakarta,Negatif
1677,komisi berantas korupsi dalam kronologi ada lahan rorotan jakarta utara kait duga korupsi lokasi bangun rumah uang muka rupiah lingkung bumd sarana jaya,2024-09-10,NKRI,Negatif
1678,panitia khusus haji ungkap ada jemaah haji khusus bayar miliar rupiah panitia khusus sorot ribu orang berangkat haji antre babak ungkap duga korupsi kuota haji sabtu waktu indonesia bagi barat,2024-09-14,,Positif
1679,mantan bupati lumajang thoriqul hak periksa subdit iii tipidkor ditreskrimsus polisi daerah jawa timur periksa kait duga korupsi donasi bencana erupsi meru via,2024-09-04,,Positif
1680,polisi republik indonesia kirim tim satu tugas periksa pon xxi kait duga korupsi,2024-09-13,Jakarta,Positif
1681,badai duga gratifikasi korupsi keliling mulyono anak menantu bantu presiden menteri mantan pimpin komisi berantas korupsi negara sih,2024-09-09,"Jakarta Selatan, DKI Jakarta",Positif
1682,duga intervensi politik seleksi perhati serius upaya berantas korupsi indonesia hambat jalan sesuai prinsip adil independensi,2024-09-13,Indonesia,Positif
1683,tim sidik komisi berantas korupsi geledah diam menteri desa bangun daerah tinggal transmigrasi abdul halim iskandar kait duga korupsi urus dana hibah kelompok masyarakat anggar dapat dan belanja daerah provinsi jawa timur anggar,2024-09-11,,Negatif
1684,komisi berantas korupsi periksa ketua komisi dewan wakil rakyat kembang duga korupsi djka,2024-09-04,Indonesia,Positif
1685,ubedilah badrun buka bukti duga korupsi keluarga mulyono gibran kaesang bobby betapa ngeri keluarga kompak koruptor kompak cerdas rakyat,2024-09-14,,Negatif
1686,cak imin zulhas dito airlangga nama elite partai politik bincang publik media tengara duga korupsi mesti nama layak dijdkan menteri presiden prabowo rang korupsi sepakat saudara,2024-09-15,Bekasi - Indonesia,Negatif
1687,aliansi mahasiswa jakarta tuntut langkah komisi berantas korupsi desak komisi berantas korupsi periksa sunarto duga libat skandal korupsi,2024-09-14,,Positif
1688,sidang lanjut duga korupsi budi said hotman paris hutapea jaksa hadir saksi kunci,2024-09-17,Indonesia,Positif
1689,rumah kakak cak imin geledah komisi berantas korupsi kait duga korupsi dana hibah jawa timur,2024-09-10,,Positif
1690,komisi berantas korupsi desak cepat lidi duga korupsi bbl,2024-09-13,Indonesia,Negatif
1691,komisi berantas korupsi dalam duga korupsi urus izin tambang malu utara,2024-09-12,Indonesia,Positif
1692,video menpora bantah duga korupsi pon xxi acehsumut,2024-09-13,Jakarta,Negatif
1693,kepala polisi republik indonesia selidik duga korupsi dana pon langkah transparansi akuntabilitas kelola dana,2024-09-13,,Positif
1694,komisi berantas korupsi verifikasi lapor duga korupsi ada lontar gas air mata,2024-09-03,,Positif
1695,kakak nya cak imin ketua umum partai bangkit bangsa masalah mirip adeknya komisi berantas korupsi geledah rumah dinas menteri desa bangun daerah tinggal dan transmigrasi kait duga korupsi urus dana hibah pokmas anggar dapat dan belanja daerah provinsi jawa timur,2024-09-11,,Positif
1696,duga korupsi kartu prakerjanya ruang guru belva ya airlangga cabut kali lanjut kasus wkwk,2024-09-08,"Kota Malang, Jawa Timur",Negatif
1697,sandi butarbutar lapor duga korupsi damkar kota depok jaksa,2024-09-09,Jakarta,Negatif
1698,sandi juru padam lapor duga korupsi damkar depok jaksa,2024-09-09,Indonesia,Negatif
1699,cari cari dpo jaksa direktur utama cv salsabila utama tetian wahyudi kait duga korupsi timah jaksa tuntut umum cari tetian aparat tegak hukum gasss tim tabur jaksa,2024-09-10,Dihati mu,Positif
1700,jaksa negeri kota depok jawa barat ajar adu duga korupsi dinas madam bakar selamat dpkp depok,2024-09-10,Jakarta - Indonesia,Positif
1701,duga korupsi dinas madam bakar selamat dpkp kota cuat kali sandi butar butar pegawai honorer dinas lapor kejar kota depok sandi bawa bukti kait duga korupsi sarana prasarana krjnya,2024-09-13,Dihati mu,Positif
1702,sandi butarbutar lapor duga korupsi damkar depok jaksa,2024-09-09,Jakarta,Negatif
1703,transfer neymar pasang barcelona silam selidik ada duga gratifikasi jabat kait,2024-01-06,Indonesia,Negatif
1704,kejar gresik hasil selamat pulih uang negara tindak pidana korupsi kejar gresik terima uang ganti rugi negara sangka ryan febrianto dakwa perkara duga korupsi kum proses sidang,2024-09-12,Dihati mu,Positif
1705,lapor duga korupsi damkar depok juru padam sandi klaim dukung rekan,2024-09-09,Indonesia,Positif
1706,transparency international soeharto nilai salah pimpin korup sejarah duga nilai korupsi miliar bijak sosial media jatuh jurang benci cipta ekosistem politik,2024-09-09,,Negatif
1707,komisi pemelihan umum terima surat komisi berantas korupsi kait calon kepala daerah status sangka duga korupsi komisi pemelihan umum tunggu surat komisi berantas korupsi,2024-09-07,,Positif
1708,lagi aneh sekali bela orang mirip anies ada duga gratifikasi korupsi ya sila periksa bukti anies samper komisi berantas korupsi anies jabat ya bela in,2024-09-08,"Bandung, Indonesia",Positif
1709,usut tuntasssss,2024-09-09,Dihati mu,Negatif
1710,main dunia digital kabar media massa media online pakai duga korupsi duga seleweng duga selingkuh dan lain lain nya asumsi,2024-09-11,"jakarta, indonesia",Negatif
1711,nyali bongkar duga korupsi pimpin sandi damkar depok takut sosok,2024-09-09,"Jakarta, Indonesia.",Positif
1712,wakil ketua komisi berantas korupsi nurul ghufron kirim pesan eks sekretariat jenderal menteri tahan kasdi subagyono komisi berantas korupsi buka lidi duga korupsi menteri tahan,2024-09-06,,Negatif
1713,selidik duga korupsi pon kali selesai event nya,2024-09-12,,Negatif
1714,komisi berantas korupsi periksa sunarto usut tuntas nih nya moga adil benarbenar tegak tidak tebang pilih menindaklanjuti,2024-09-14,Indonesia ,Negatif
1715,statemennya slogan erick thohir akhlak badan usaha milik negara akhlak akronim amanah kompeten harmonis loyal adaptif kolaboratif fakta badan usaha milik negara kolap gara salah kelola salah pilih pimpin usaha duga korupsi jemaah,2024-09-11,,Positif
1716,duga korupsi ada bilang gibran wakil presiden natural killer nusa kambang,2024-09-16,,Negatif
1717,ubedilah badrun buka bukti duga korupsi keluarga mulyono gibran kaesang bobby simak speakup chanel,2024-09-12,,Negatif
1718,jadijuga alih isu duga korupsigratifikasi anak mantu mulyono,2024-09-09,Indonesia,Negatif
1719,arah duga duga korupsi ada bukti ya kecuali ketangkep efek domino temu,2024-09-14,,Negatif
1720,spanduk bawa mana buruh laku demonstrasi datang lembaga negara perintah jakarta foto ambil buruh lapor ketua adil negeri ih timika ky terima gratifikasi,2020-12-17,Medan Perjuangan Buruh Papua,Negatif
1721,raya natal tenang penuh suka cita beri hadiah mewahmegah sebar bahagia damai jujur positif gratifikasi ilegal selamat natal selamat kumpul orang dekat,2020-12-21,"Bandung, Indonesia",Positif
1722,rekan usaha nasabah cimb niaga yang hormat raya cinta kasih natal junjung prisip good corporate governance komitmen anti korupsi bank beri gratifikasi terima kasih perhati kerjasamanya,2020-12-16,"Jakarta, Indonesia",Positif
1723,hukum pidana fahmi darmawansyah suap kepala lupa sukamiskin korting beli mobil tas gratifikasi kalapas,2020-12-11,Indonesia,Negatif
1724,alas gratifikasi tugas hayo,2020-12-12,Jakarta Capital Region,Negatif
1725,raya natal tenang penuh suka cita beri hadiah mewah megah sebar bahagia damai jujur positif terima gratifikasi ilegal selamat natal selamat kumpul orang dekat,2020-12-21,Jl. Kajaolalido No.2L Makassar,Negatif
1726,raya natal tenang penuh suka cita beri hadiah mewah megah sebar bahagia damai jujur positif terima gratifikasi ilegal,2020-12-21,"ÜT: -7.337586,112.751089",Negatif
1727,raya natal tenang penuh suka cita beri hadiah mewah megah sebar bahagia damai jujur positif terima gratifikasi ilegal selamat natal selamat kumpul orang dekat,2020-12-21,Jalan Kebalen No. 2 Solo 57111,Negatif
1728,ipc grup tetap individu ipc larang memintamenerima gratikasi hadiah bingkis parsel dan lain lain bentuk apa langsung langsung stakeholder pihakpihak natal,2020-12-23,"Tanjung Priok, Indonesia",Negatif
1729,direktur jenderal ki freddy harris direktorat jenderal kaya intelektual djki komitmen layan prima masyarakat bebas praktik pungut liar gratifikasi korupsi lengkap,2020-12-22,"Jakarta Selatan, DKI Jakarta",Positif
1730,raya natal tenang penuh suka cita beri hadiah mewah megah sebar bahagia damai jujur positif terima gratifikasi ilegal komisi berantas korupsi link,2020-12-21,Bandung West Java,Positif
1731,terima parcel hatihati hati tolak gratifikasi,2020-12-22,Malang Indonesia ,Negatif
1732,hai sobat phapros manajemen pt phapros tbk larang gratifikasi kait momen raya undangundang no surat edar komisi berantas korupsi no kendali gratifikasi kait momen raya,2020-12-24,"Jakarta-Semarang, ID",Negatif
1733,sobat ojk jaga prinsip tata kelola good governance terap program kendali gratifikasi ojk jelang natal informasi bingkisanhadiahparsel bentuk apa jajar ojk,2020-12-23,Jakarta Capital Region,Positif
1734,kantor tanah kota pontianak tolak gratifikasi bentuk apa rusak integritas imbal desember,2020-12-29,Jl. Ahmad Yani No 1,Negatif
1735,komisi berantas korupsi konfirmasi sekdis kerja umum dan rumah rakyat banjar gratifikasi,2020-12-22,Indonesia,Negatif
1736,hadir narasumber diskusi virtual via zoom meeting temanteman gera pemuda indonesia bicara politik dinasti ancam gratifikasi pilih kepala daerah,2020-12-27,Indonesia,Negatif
1737,komisi berantas korupsi jebak praktik suap gratifikasi,2020-12-25,"Jakarta, Indonesia",Negatif
1738,ketua komisi berantas korupsi ingat jabat jebak suapgratifikasi natal,2020-12-25,Indonesia,Negatif
1739,raya natal tenang penuh suka cita beri hadiah mewah megah sebar bahagia damai jujur positif terima gratifikasi ilegal selamat natal kumpul orang dekat,2020-12-21,Sepanjang gerbong KRL Commuter,Negatif
1740,provinsi jawa juara harga anti korupsi komisi berantas korupsi jawa tengah sabet harga upaya kelola lapor harta kaya selenggara negara kendali gratifikasi baik selamat the best,2020-12-17,Indonesia,Negatif
1741,sobat ojk komisi berantas korupsi komisi berantas korupsi apresiasi kendali gratifikasi kelola lapor harta kaya selenggara negara lapor harta kaya selenggara negara ojk,2020-12-23,Jakarta Capital Region,Negatif
1742,selamat kabupaten banyumas raih harga menang unit lapor gratifikasi komisi berantas korupsi peringkat nasional kategori perintah daerah moga kelola anggar dapat dan belanja daerah transparan akubtabel bangun kabupaten banyumas,2020-12-18,,Negatif
1743,jawa tengah spp gratis juara komisi berantas korupsi hujung jawa tengah juara harga anti korupsi komisi berantas korupsi jawa tengah sabet harga upaya kelola lapor harta kaya selenggara negara kendali gratifikasi baik,2020-12-29,Indonesia ,Negatif
1744,halo bank negara indonesia himovers komisi berantas korupsi komisi berantas korupsi pegawai negeri selenggara negara tolak gratifikasi hubung jabat lawan wajib,2020-12-17,Indonesia,Negatif
1745,pt pupuk indonesia persero tetap instansi kelola lapor harta kaya selenggara negara baik kategori badan usaha milik negara wajib lapor orang pupuk indonesia usaha unit kendali gratifikasi upg baik kategori bumnbumd,2020-12-17,Jakarta Capital Region,Positif
1746,kasih hati gratifikasi,2020-12-24,"Kuching, Sarawak",Positif
1747,raya natal tenang penuh suka cita beri hadiah mewah megahsebarkan bahagia damai jujur positif terima gratifikasi ilegalselamat natal selamat kumpul orang dekat,2020-12-21,"Jalan Gayam No. 24, Yogyakarta",Negatif
1748,bekas menteri malaysia vonis penjara gratifikasi,2020-12-22,Jakarta Capital Region,Positif
1749,provinsi jawa juara harga anti korupsi jawa tengah sabet harga upaya kelola lapor harta kaya selenggara negara kendali gratifikasi baik harga puncak ingat anti korupsi dunia daring rabu,2020-12-17,Jl. Menteri Supeno I Nomor 2,Negatif
1750,dewan komisaris direksi karyawan pt timah tbk terima hadiah bingkis kandung gratifikasi suap raya agama langsung langsung,2020-12-23,Indonesia,Negatif
1751,manajemen pt pupuk indonesia atur tolak gratifikasi komitmen usaha hindar konflik penting jaga kode etik,2020-12-24,Jakarta Capital Region,Negatif
1752,komisi berantas korupsi apresiasi komitmen bupati boyolali cegah korupsi gratifikasi,2020-12-23,"Solo, Central Java, Indonesia",Negatif
1753,bank negara indonesia raih peringkat kendali gratifikasi komisi berantas korupsi pt bank negara indonesia persero tbk bank negara indonesia raih peringkat unit kendali gratifikasi kategori bumnbumd komisi berantas korupsi komisi berantas korupsi harga,2020-12-17,"Denpasar, Bali",Negatif
1754,firli ingat selenggara negara jebak gratifikasi natal,2020-12-25,,Positif
1755,juara harga anti korupsi jawa sabet harga upaya kelola lapor harta kaya selenggara negara kendali gratifikasi baik gubernur tren bagus cegah korupsi tingkat daerah,2020-12-17,"Jawa Tengah, Indonesia",Negatif
1756,raya natal tenang penuh suka cita beri hadiah mewah megah sebar bahagia damai jujur positif terima gratifikasi ilegal komisi berantas korupsi,2020-12-21,"Jakarta, Indonesia",Positif
1757,jawa tengah juara harga anti korupsi indikasi komitmen kepala daerah perintah daerah kabkota jawa tengah tingkat moga tren bagus cegah korupsi kelola gratifikasi,2020-12-18,Jl. Menteri Supeno I Nomor 2,Negatif
1758,dana anggar dapat dan belanja negara buzzerp kategori korupsi suruh cukong biaya buzzerp gratifikasi,2020-08-15,,Negatif
1759,raya natal tenang penuh suka cita beri hadiah mewah megah sebar bahagia damai jujur positif terima gratifikasi ilegal selamat natal selamat kumpul orang dekat,2020-12-21,"ÜT: -0.94748,100.37064",Negatif
1760,raya natal tenang penuh suka cita beri hadiah mewah megah sebar bahagia damai jujur positif terima gratifikasi ilegal selamat natal selamat kumpul orang dekat,2020-12-21,"Jakarta Capital Region, Indone",Negatif
1761,terap gcg semen padang komit cegah gratifikasi fraud,2020-12-22,Padang,Negatif
1762,mantap jawa tengah juara harga kelola gratifikasi baik harga komisi berantas korupsi jawa tengah puncak ingat anti korupsi dunia hakordia daring rabu lengkap,2020-12-16,Indonesia,Positif
1763,menteri hubung direktorat jenderal hubung udara milik komitmen kuat tutup celah korupsi sadar anti korupsi gratifikasi tingkat aparatur sipil negara lingkung menteri hubung,2020-12-16,"Jakarta Pusat, DKI Jakarta",Negatif
1764,tempat aula virtual apresiasi anugerah unit kelola gratifikasi baik upt predikat zona integritas wbkwbbm lingkup salah satu,2020-12-21,Jakarta,Negatif
